"Record ID","Temperature","Turbidity (cm)","Dissolved Oxygen (mg L-1)","Biochemical Oxygen Demand (mg L-1)","Carbon Dioxide (mg L-1)","pH","Total Alkalinity (mg L-1 as CaCO3)","Total Hardness (mg L-1 as CaCO3)","Calcium (mg L-1)","Estimated Magnesium (mg L-1)","Ammonia (mg L-1)","Nitrite (mg L-1)","Phosphorus (mg L-1)","Hydrogen Sulphide (mg L-1)","Plankton Abundance (No. L-1)","Water Quality Index (WQI)","WQI-Derived Quality Label","WQI-Derived Quality Category","WQI-Derived Aquaculture Suitability Classification","WQI-Derived Aquaculture Suitability Description"
"3679","26.008","59.271","6.419","1.022","2.142","7.784","107.363","154.322","41.040","12.590","0.020","0.001","0.023","0.001","6280","97.24","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3680","25.561","58.916","6.540","1.108","2.249","7.747","110.893","167.896","44.267","13.929","0.020","0.001","0.018","0.001","6246","97.33","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3681","26.055","74.637","6.342","1.131","2.342","7.710","106.609","175.269","46.772","14.201","0.020","0.001","0.017","0.001","6360","97.48","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3682","25.742","79.362","6.547","1.031","2.110","7.661","104.130","178.930","48.058","14.310","0.020","0.001","0.014","0.001","6285","97.79","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3683","25.530","71.028","6.364","1.024","1.688","7.641","113.940","179.662","47.066","15.089","0.022","0.001","0.022","0.001","6392","97.87","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3684","25.606","77.208","6.542","1.115","2.015","7.699","114.107","182.468","47.801","15.325","0.020","0.001","0.016","0.001","6576","97.54","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3685","25.785","66.560","6.502","1.088","1.796","7.640","100.654","163.706","44.381","12.843","0.021","0.001","0.019","0.001","6537","97.82","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3686","25.965","65.431","6.473","1.111","2.098","7.717","112.824","183.452","48.222","15.309","0.020","0.001","0.020","0.001","6158","97.46","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3687","25.690","73.711","6.462","1.079","1.933","7.660","114.376","149.408","38.866","12.715","0.021","0.001","0.022","0.001","6091","97.74","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3688","25.445","59.778","6.406","1.042","2.111","7.780","101.540","169.747","45.900","13.389","0.021","0.001","0.017","0.001","6081","97.24","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3689","26.118","65.883","6.491","1.085","2.261","7.799","119.253","174.376","44.998","15.060","0.020","0.001","0.011","0.001","6439","97.12","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3690","25.787","78.435","6.466","1.023","2.194","7.671","115.470","155.929","40.489","13.314","0.020","0.001","0.013","0.001","6161","97.75","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3691","26.016","67.784","6.536","1.053","1.931","7.762","111.121","173.484","45.744","14.391","0.021","0.001","0.014","0.001","6491","97.31","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3692","26.050","69.839","6.362","1.129","2.150","7.647","117.852","183.487","47.621","15.682","0.022","0.001","0.018","0.001","6491","97.75","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3693","25.903","66.570","6.537","1.059","1.705","7.724","101.237","144.686","39.188","11.373","0.020","0.001","0.014","0.001","6051","97.48","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3694","25.783","80.817","6.569","1.119","2.232","7.658","105.773","180.026","48.154","14.518","0.022","0.001","0.020","0.001","6091","97.71","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3695","25.729","68.998","6.427","1.140","2.176","7.746","105.224","167.680","44.897","13.495","0.021","0.001","0.021","0.001","5996","97.30","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3696","25.685","79.869","6.386","1.080","1.693","7.665","117.263","161.223","41.698","13.867","0.021","0.001","0.022","0.001","6584","97.72","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3697","25.436","60.772","6.464","1.098","2.019","7.648","104.231","164.789","44.238","13.192","0.020","0.001","0.014","0.001","6476","97.78","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3698","25.568","65.720","6.448","1.078","2.318","7.732","118.589","153.029","39.330","13.313","0.020","0.001","0.013","0.001","6312","97.42","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3699","25.475","67.406","6.384","1.107","1.842","7.662","121.803","160.631","40.988","14.153","0.021","0.001","0.024","0.001","6178","97.71","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3700","25.983","77.427","6.547","1.092","2.313","7.700","112.245","160.207","42.033","13.417","0.021","0.001","0.014","0.001","6009","97.55","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3701","25.701","62.126","6.439","1.021","1.774","7.671","108.122","178.181","47.373","14.544","0.021","0.001","0.022","0.001","5937","97.74","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3702","25.449","63.771","6.506","1.120","1.829","7.638","121.696","154.938","39.468","13.693","0.021","0.001","0.020","0.001","6574","97.80","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3703","25.640","62.207","6.441","1.019","2.254","7.774","113.942","175.957","46.068","14.795","0.021","0.001","0.013","0.001","6088","97.28","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3704","26.036","71.337","6.547","1.098","2.216","7.790","109.821","156.602","41.356","12.952","0.021","0.001","0.019","0.001","6471","97.14","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3705","26.079","61.959","6.494","1.135","2.158","7.712","116.241","153.282","39.683","13.160","0.020","0.001","0.017","0.001","6497","97.46","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3706","25.718","73.639","6.565","1.065","2.262","7.699","105.407","175.794","47.059","14.154","0.020","0.001","0.016","0.001","6265","97.58","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3707","26.032","78.737","6.543","1.016","1.759","7.699","117.730","178.659","46.336","15.288","0.022","0.001","0.019","0.001","6349","97.62","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3708","25.757","73.734","6.381","1.009","1.781","7.686","110.042","175.252","46.351","14.452","0.020","0.001","0.024","0.001","6569","97.69","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3709","26.062","73.353","6.485","1.111","1.809","7.778","116.125","152.253","39.420","13.070","0.021","0.001","0.017","0.001","6140","97.18","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3710","25.593","67.851","6.366","1.000","2.041","7.802","111.969","174.012","45.783","14.495","0.021","0.001","0.016","0.001","6465","97.17","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3711","25.790","73.299","6.569","1.087","2.283","7.674","112.381","164.698","43.226","13.784","0.021","0.001","0.017","0.001","6368","97.67","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3712","25.589","67.490","6.521","1.051","2.080","7.750","119.381","153.697","39.414","13.424","0.022","0.001","0.015","0.001","6057","97.36","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3713","26.012","71.719","6.381","1.057","1.896","7.712","104.726","165.910","44.480","13.318","0.021","0.001","0.025","0.001","5892","97.53","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3714","25.789","76.822","6.483","1.057","2.148","7.707","113.364","178.863","46.921","14.983","0.020","0.001","0.025","0.001","5968","97.56","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3715","25.663","73.892","6.421","1.060","1.721","7.780","104.773","149.086","39.944","11.983","0.022","0.001","0.021","0.001","6261","97.21","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3716","25.597","80.357","6.494","1.119","1.869","7.722","116.690","182.130","47.397","15.488","0.022","0.001","0.012","0.001","6202","97.42","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3717","25.534","65.054","6.468","1.104","2.083","7.676","115.943","185.733","48.458","15.720","0.021","0.001","0.023","0.001","6053","97.65","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3718","25.841","58.866","6.521","1.130","1.789","7.757","114.769","151.674","39.429","12.924","0.022","0.001","0.015","0.001","6445","97.25","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3719","25.993","67.762","6.449","1.112","1.816","7.710","110.182","160.822","42.448","13.315","0.021","0.001","0.021","0.001","6280","97.49","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3720","26.020","77.848","6.370","1.047","2.292","7.708","105.537","173.366","46.390","13.970","0.021","0.001","0.025","0.001","6590","97.55","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3721","26.017","80.681","6.449","1.029","2.283","7.794","104.501","154.696","41.488","12.409","0.020","0.001","0.012","0.001","6232","97.19","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3722","25.581","76.922","6.540","1.094","1.798","7.662","112.210","180.456","47.489","15.026","0.021","0.001","0.015","0.001","6165","97.72","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3723","25.777","62.784","6.439","1.016","1.879","7.641","116.856","154.812","40.021","13.327","0.021","0.001","0.022","0.001","6450","97.88","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3724","25.892","59.407","6.372","1.127","1.913","7.709","112.416","183.412","48.260","15.276","0.020","0.001","0.018","0.001","6583","97.48","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
